date,store_id,product_id,units_sold,revenue
2026-06-28,S101,P150,2,49.98
2026-06-29,S101,P150,3,74.97
2026-06-30,S101,P150,1,24.99
2026-07-01,S101,P150,4,99.96
2026-07-02,S101,P150,4,99.96
2026-07-03,S101,P150,1,24.99
2026-07-04,S101,P150,0,0.0
2026-07-05,S101,P150,2,49.98
2026-07-06,S101,P150,3,74.97
2026-07-07,S101,P150,0,0.0
2026-07-08,S101,P150,3,74.97
2026-07-09,S101,P150,2,49.98
2026-07-10,S101,P150,4,99.96
2026-07-11,S101,P150,2,49.98
2026-07-12,S101,P150,0,0.0
2026-07-13,S101,P150,4,99.96
2026-07-14,S101,P150,2,49.98
2026-07-15,S101,P150,4,99.96
2026-07-16,S101,P150,4,99.96
2026-07-17,S101,P150,3,74.97
2026-07-18,S101,P150,3,74.97
2026-07-19,S101,P150,0,0.0
2026-07-20,S101,P150,2,49.98
2026-07-21,S101,P150,1,24.99
2026-07-22,S101,P150,2,49.98
2026-07-23,S101,P150,4,99.96
2026-07-24,S101,P150,0,0.0
2026-07-25,S101,P150,0,0.0
2026-07-26,S101,P150,1,24.99
2026-07-27,S101,P150,4,99.96
2026-07-28,S101,P150,4,99.96
2026-07-29,S101,P150,0,0.0
2026-07-30,S101,P150,0,0.0
2026-07-31,S101,P150,1,24.99
2026-08-01,S101,P150,1,24.99
2026-08-02,S101,P150,3,74.97
2026-08-03,S101,P150,0,0.0
2026-08-04,S101,P150,1,24.99
2026-08-05,S101,P150,4,99.96
2026-08-06,S101,P150,3,74.97
2026-08-07,S101,P150,0,0.0
2026-08-08,S101,P150,1,24.99
2026-08-09,S101,P150,0,0.0
2026-08-10,S101,P150,3,74.97
2026-08-11,S101,P150,2,49.98
2026-08-12,S101,P150,0,0.0
2026-08-13,S101,P150,0,0.0
2026-08-14,S101,P150,0,0.0
2026-08-15,S101,P150,0,0.0
2026-08-16,S101,P150,1,24.99
2026-08-17,S101,P150,2,49.98
2026-08-18,S101,P150,4,99.96
2026-08-19,S101,P150,0,0.0
2026-08-20,S101,P150,4,99.96
2026-08-21,S101,P150,1,24.99
2026-08-22,S101,P150,2,49.98
2026-08-23,S101,P150,3,74.97
2026-08-24,S101,P150,3,74.97
2026-08-25,S101,P150,3,74.97
2026-08-26,S101,P150,3,74.97
2026-08-27,S101,P150,3,74.97
2026-08-28,S101,P150,2,49.98
2026-08-29,S101,P150,0,0.0
2026-08-30,S101,P150,3,74.97
2026-08-31,S101,P150,0,0.0
2026-09-01,S101,P150,4,99.96
2026-09-02,S101,P150,0,0.0
2026-09-03,S101,P150,4,99.96
2026-09-04,S101,P150,0,0.0
2026-09-05,S101,P150,4,99.96
2026-06-08,S101,P151,2,31.98
2026-06-09,S101,P151,4,63.96
2026-06-10,S101,P151,0,0.0
2026-06-11,S101,P151,2,31.98
2026-06-12,S101,P151,2,31.98
2026-06-13,S101,P151,4,63.96
2026-06-14,S101,P151,0,0.0
2026-06-15,S101,P151,2,31.98
2026-06-16,S101,P151,3,47.97
2026-06-17,S101,P151,3,47.97
2026-06-18,S101,P151,3,47.97
2026-06-19,S101,P151,0,0.0
2026-06-20,S101,P151,3,47.97
2026-06-21,S101,P151,1,15.99
2026-06-22,S101,P151,4,63.96
2026-06-23,S101,P151,1,15.99
2026-06-24,S101,P151,1,15.99
2026-06-25,S101,P151,3,47.97
2026-06-26,S101,P151,4,63.96
2026-06-27,S101,P151,2,31.98
2026-06-28,S101,P151,1,15.99
2026-06-29,S101,P151,2,31.98
2026-06-30,S101,P151,2,31.98
2026-07-01,S101,P151,0,0.0
2026-07-02,S101,P151,4,63.96
2026-07-03,S101,P151,4,63.96
2026-07-04,S101,P151,1,15.99
2026-07-05,S101,P151,0,0.0
2026-07-06,S101,P151,0,0.0
2026-07-07,S101,P151,0,0.0
2026-07-08,S101,P151,4,63.96
2026-07-09,S101,P151,4,63.96
2026-07-10,S101,P151,3,47.97
2026-07-11,S101,P151,4,63.96
2026-07-12,S101,P151,4,63.96
2026-07-13,S101,P151,0,0.0
2026-07-14,S101,P151,2,31.98
2026-07-15,S101,P151,1,15.99
2026-07-16,S101,P151,2,31.98
2026-07-17,S101,P151,1,15.99
2026-07-18,S101,P151,3,47.97
2026-07-19,S101,P151,4,63.96
2026-07-20,S101,P151,1,15.99
2026-07-21,S101,P151,1,15.99
2026-07-22,S101,P151,1,15.99
2026-07-23,S101,P151,1,15.99
2026-07-24,S101,P151,4,63.96
2026-07-25,S101,P151,2,31.98
2026-07-26,S101,P151,1,15.99
2026-07-27,S101,P151,0,0.0
2026-07-28,S101,P151,1,15.99
2026-07-29,S101,P151,4,63.96
2026-07-30,S101,P151,0,0.0
2026-07-31,S101,P151,4,63.96
2026-08-01,S101,P151,3,47.97
2026-08-02,S101,P151,4,63.96
2026-08-03,S101,P151,0,0.0
2026-08-04,S101,P151,2,31.98
2026-08-05,S101,P151,0,0.0
2026-08-06,S101,P151,2,31.98
2026-08-07,S101,P151,0,0.0
2026-08-08,S101,P151,1,15.99
2026-08-09,S101,P151,4,63.96
2026-08-10,S101,P151,3,47.97
2026-08-11,S101,P151,2,31.98
2026-08-12,S101,P151,2,31.98
2026-08-13,S101,P151,1,15.99
2026-08-14,S101,P151,1,15.99
2026-08-15,S101,P151,0,0.0
2026-08-16,S101,P151,2,31.98
2026-08-17,S101,P151,4,63.96
2026-08-18,S101,P151,0,0.0
2026-08-19,S101,P151,1,15.99
2026-08-20,S101,P151,2,31.98
2026-08-21,S101,P151,3,47.97
2026-08-22,S101,P151,3,47.97
2026-08-23,S101,P151,2,31.98
2026-08-24,S101,P151,4,63.96
2026-08-25,S101,P151,2,31.98
2026-08-26,S101,P151,4,63.96
2026-08-27,S101,P151,1,15.99
2026-08-28,S101,P151,4,63.96
2026-08-29,S101,P151,4,63.96
2026-08-30,S101,P151,2,31.98
2026-08-31,S101,P151,2,31.98
2026-09-01,S101,P151,3,47.97
2026-09-02,S101,P151,1,15.99
2026-09-03,S101,P151,0,0.0
2026-09-04,S101,P151,2,31.98
2026-09-05,S101,P151,1,15.99
2026-06-08,S101,P152,3,50.97
2026-06-09,S101,P152,3,50.97
2026-06-10,S101,P152,2,33.98
2026-06-11,S101,P152,3,50.97
2026-06-12,S101,P152,4,67.96
2026-06-13,S101,P152,4,67.96
2026-06-14,S101,P152,4,67.96
2026-06-15,S101,P152,3,50.97
2026-06-16,S101,P152,3,50.97
2026-06-17,S101,P152,4,67.96
2026-06-18,S101,P152,5,84.95
2026-06-19,S101,P152,1,16.99
2026-06-20,S101,P152,2,33.98
2026-06-21,S101,P152,5,84.95
2026-06-22,S101,P152,1,16.99
2026-06-23,S101,P152,3,50.97
2026-06-24,S101,P152,2,33.98
2026-06-25,S101,P152,5,84.95
2026-06-26,S101,P152,2,33.98
2026-06-27,S101,P152,3,50.97
2026-06-28,S101,P152,1,16.99
2026-06-29,S101,P152,1,16.99
2026-06-30,S101,P152,1,16.99
2026-07-01,S101,P152,5,84.95
2026-07-02,S101,P152,1,16.99
2026-07-03,S101,P152,5,84.95
2026-07-04,S101,P152,5,84.95
2026-07-05,S101,P152,4,67.96
2026-07-06,S101,P152,5,84.95
2026-07-07,S101,P152,2,33.98
2026-07-08,S101,P152,1,16.99
2026-07-09,S101,P152,5,84.95
2026-07-10,S101,P152,3,50.97
2026-07-11,S101,P152,5,84.95
2026-07-12,S101,P152,5,84.95
2026-07-13,S101,P152,4,67.96
2026-07-14,S101,P152,2,33.98
2026-07-15,S101,P152,3,50.97
2026-07-16,S101,P152,4,67.96
2026-07-17,S101,P152,2,33.98
2026-07-18,S101,P152,5,84.95
2026-07-19,S101,P152,3,50.97
2026-07-20,S101,P152,2,33.98
2026-07-21,S101,P152,4,67.96
2026-07-22,S101,P152,5,84.95
2026-07-23,S101,P152,5,84.95
2026-07-24,S101,P152,1,16.99
2026-07-25,S101,P152,4,67.96
2026-07-26,S101,P152,3,50.97
2026-07-27,S101,P152,5,84.95
2026-07-28,S101,P152,1,16.99
2026-07-29,S101,P152,2,33.98
2026-07-30,S101,P152,5,84.95
2026-07-31,S101,P152,2,33.98
2026-08-01,S101,P152,5,84.95
2026-08-02,S101,P152,2,33.98
2026-08-03,S101,P152,4,67.96
2026-08-04,S101,P152,2,33.98
2026-08-05,S101,P152,2,33.98
2026-08-06,S101,P152,5,84.95
2026-08-07,S101,P152,5,84.95
2026-08-08,S101,P152,2,33.98
2026-08-09,S101,P152,4,67.96
2026-08-10,S101,P152,3,50.97
2026-08-11,S101,P152,1,16.99
2026-08-12,S101,P152,2,33.98
2026-08-13,S101,P152,4,67.96
2026-08-14,S101,P152,2,33.98
2026-08-15,S101,P152,1,16.99
2026-08-16,S101,P152,3,50.97
2026-08-17,S101,P152,3,50.97
2026-08-18,S101,P152,2,33.98
2026-08-19,S101,P152,1,16.99
2026-08-20,S101,P152,2,33.98
2026-08-21,S101,P152,5,84.95
2026-08-22,S101,P152,3,50.97
2026-08-23,S101,P152,4,67.96
2026-08-24,S101,P152,4,67.96
2026-08-25,S101,P152,4,67.96
2026-08-26,S101,P152,1,16.99
2026-08-27,S101,P152,1,16.99
2026-08-28,S101,P152,3,50.97
2026-08-29,S101,P152,1,16.99
2026-08-30,S101,P152,5,84.95
2026-08-31,S101,P152,3,50.97
2026-09-01,S101,P152,3,50.97
2026-09-02,S101,P152,5,84.95
2026-09-03,S101,P152,5,84.95
2026-09-04,S101,P152,5,84.95
2026-09-05,S101,P152,2,33.98
2026-06-08,S101,P153,5,49.95
2026-06-09,S101,P153,7,69.93
2026-06-10,S101,P153,3,29.97
2026-06-11,S101,P153,7,69.93
2026-06-12,S101,P153,5,49.95
2026-06-13,S101,P153,6,59.94
2026-06-14,S101,P153,4,39.96
2026-06-15,S101,P153,7,69.93
2026-06-16,S101,P153,6,59.94
2026-06-17,S101,P153,5,49.95
2026-06-18,S101,P153,5,49.95
2026-06-19,S101,P153,6,59.94
2026-06-20,S101,P153,6,59.94
2026-06-21,S101,P153,7,69.93
2026-06-22,S101,P153,3,29.97
2026-06-23,S101,P153,7,69.93
2026-06-24,S101,P153,4,39.96
2026-06-25,S101,P153,6,59.94
2026-06-26,S101,P153,4,39.96
2026-06-27,S101,P153,4,39.96
2026-06-28,S101,P153,3,29.97
2026-06-29,S101,P153,7,69.93
2026-06-30,S101,P153,5,49.95
2026-07-01,S101,P153,4,39.96
2026-07-02,S101,P153,4,39.96
2026-07-03,S101,P153,4,39.96
2026-07-04,S101,P153,4,39.96
2026-07-05,S101,P153,5,49.95
2026-07-06,S101,P153,7,69.93
2026-07-07,S101,P153,3,29.97
2026-07-08,S101,P153,4,39.96
2026-07-09,S101,P153,6,59.94
2026-07-10,S101,P153,5,49.95
2026-07-11,S101,P153,3,29.97
2026-07-12,S101,P153,6,59.94
2026-07-13,S101,P153,6,59.94
2026-07-14,S101,P153,6,59.94
2026-07-15,S101,P153,4,39.96
2026-07-16,S101,P153,7,69.93
2026-07-17,S101,P153,4,39.96
2026-07-18,S101,P153,6,59.94
2026-07-19,S101,P153,3,29.97
2026-07-20,S101,P153,4,39.96
2026-07-21,S101,P153,3,29.97
2026-07-22,S101,P153,4,39.96
2026-07-23,S101,P153,7,69.93
2026-07-24,S101,P153,7,69.93
2026-07-25,S101,P153,4,39.96
2026-07-26,S101,P153,4,39.96
2026-07-27,S101,P153,7,69.93
2026-07-28,S101,P153,3,29.97
2026-07-29,S101,P153,7,69.93
2026-07-30,S101,P153,4,39.96
2026-07-31,S101,P153,3,29.97
2026-08-01,S101,P153,4,39.96
2026-08-02,S101,P153,5,49.95
2026-08-03,S101,P153,4,39.96
2026-08-04,S101,P153,7,69.93
2026-08-05,S101,P153,6,59.94
2026-08-06,S101,P153,7,69.93
2026-08-07,S101,P153,7,69.93
2026-08-08,S101,P153,3,29.97
2026-08-09,S101,P153,5,49.95
2026-08-10,S101,P153,3,29.97
2026-08-11,S101,P153,4,39.96
2026-08-12,S101,P153,6,59.94
2026-08-13,S101,P153,7,69.93
2026-08-14,S101,P153,6,59.94
2026-08-15,S101,P153,6,59.94
2026-08-16,S101,P153,4,39.96
2026-08-17,S101,P153,4,39.96
2026-08-18,S101,P153,6,59.94
2026-08-19,S101,P153,7,69.93
2026-08-20,S101,P153,4,39.96
2026-08-21,S101,P153,7,69.93
2026-08-22,S101,P153,4,39.96
2026-08-23,S101,P153,7,69.93
2026-08-24,S101,P153,7,69.93
2026-08-25,S101,P153,5,49.95
2026-08-26,S101,P153,4,39.96
2026-08-27,S101,P153,5,49.95
2026-08-28,S101,P153,6,59.94
2026-08-29,S101,P153,7,69.93
2026-08-30,S101,P153,7,69.93
2026-08-31,S101,P153,3,29.97
2026-09-01,S101,P153,4,39.96
2026-09-02,S101,P153,6,59.94
2026-09-03,S101,P153,6,59.94
2026-09-04,S101,P153,4,39.96
2026-09-05,S101,P153,3,29.97
2026-06-08,S101,P154,4,119.96
2026-06-09,S101,P154,4,119.96
2026-06-10,S101,P154,3,89.97
2026-06-11,S101,P154,1,29.99
2026-06-12,S101,P154,4,119.96
2026-06-13,S101,P154,0,0.0
2026-06-14,S101,P154,1,29.99
2026-06-15,S101,P154,3,89.97
2026-06-16,S101,P154,4,119.96
2026-06-17,S101,P154,4,119.96
2026-06-18,S101,P154,0,0.0
2026-06-19,S101,P154,4,119.96
2026-06-20,S101,P154,4,119.96
2026-06-21,S101,P154,0,0.0
2026-06-22,S101,P154,0,0.0
2026-06-23,S101,P154,3,89.97
2026-06-24,S101,P154,1,29.99
2026-06-25,S101,P154,4,119.96
2026-06-26,S101,P154,4,119.96
2026-06-27,S101,P154,0,0.0
2026-06-28,S101,P154,3,89.97
2026-06-29,S101,P154,4,119.96
2026-06-30,S101,P154,3,89.97
2026-07-01,S101,P154,2,59.98
2026-07-02,S101,P154,0,0.0
2026-07-03,S101,P154,4,119.96
2026-07-04,S101,P154,3,89.97
2026-07-05,S101,P154,1,29.99
2026-07-06,S101,P154,3,89.97
2026-07-07,S101,P154,3,89.97
2026-07-08,S101,P154,2,59.98
2026-07-09,S101,P154,4,119.96
2026-07-10,S101,P154,4,119.96
2026-07-11,S101,P154,0,0.0
2026-07-12,S101,P154,3,89.97
2026-07-13,S101,P154,1,29.99
2026-07-14,S101,P154,2,59.98
2026-07-15,S101,P154,3,89.97
2026-07-16,S101,P154,1,29.99
2026-07-17,S101,P154,0,0.0
2026-07-18,S101,P154,2,59.98
2026-07-19,S101,P154,4,119.96
2026-07-20,S101,P154,4,119.96
2026-07-21,S101,P154,3,89.97
2026-07-22,S101,P154,2,59.98
2026-07-23,S101,P154,1,29.99
2026-07-24,S101,P154,0,0.0
2026-07-25,S101,P154,0,0.0
2026-07-26,S101,P154,4,119.96
2026-07-27,S101,P154,4,119.96
2026-07-28,S101,P154,0,0.0
2026-07-29,S101,P154,4,119.96
2026-07-30,S101,P154,0,0.0
2026-07-31,S101,P154,3,89.97
2026-08-01,S101,P154,1,29.99
2026-08-02,S101,P154,2,59.98
2026-08-03,S101,P154,3,89.97
2026-08-04,S101,P154,2,59.98
2026-08-05,S101,P154,0,0.0
2026-08-06,S101,P154,1,29.99
2026-08-07,S101,P154,3,89.97
2026-08-08,S101,P154,4,119.96
2026-08-09,S101,P154,2,59.98
2026-08-10,S101,P154,2,59.98
2026-08-11,S101,P154,4,119.96
2026-08-12,S101,P154,3,89.97
2026-08-13,S101,P154,4,119.96
2026-08-14,S101,P154,2,59.98
2026-08-15,S101,P154,4,119.96
2026-08-16,S101,P154,2,59.98
2026-08-17,S101,P154,3,89.97
2026-08-18,S101,P154,1,29.99
2026-08-19,S101,P154,3,89.97
2026-08-20,S101,P154,4,119.96
2026-08-21,S101,P154,4,119.96
2026-08-22,S101,P154,3,89.97
2026-08-23,S101,P154,1,29.99
2026-08-24,S101,P154,2,59.98
2026-08-25,S101,P154,4,119.96
2026-08-26,S101,P154,4,119.96
2026-08-27,S101,P154,3,89.97
2026-08-28,S101,P154,2,59.98
2026-08-29,S101,P154,2,59.98
2026-08-30,S101,P154,4,119.96
2026-08-31,S101,P154,2,59.98
2026-09-01,S101,P154,3,89.97
2026-09-02,S101,P154,1,29.99
2026-09-03,S101,P154,0,0.0
2026-09-04,S101,P154,1,29.99
2026-09-05,S101,P154,3,89.97
2026-06-08,S101,P155,2,99.98
2026-06-09,S101,P155,5,249.95
2026-06-10,S101,P155,4,199.96
2026-06-11,S101,P155,3,149.97
2026-06-12,S101,P155,5,249.95
2026-06-13,S101,P155,5,249.95
2026-06-14,S101,P155,1,49.99
2026-06-15,S101,P155,2,99.98
2026-06-16,S101,P155,4,199.96
2026-06-17,S101,P155,1,49.99
2026-06-18,S101,P155,1,49.99
2026-06-19,S101,P155,2,99.98
2026-06-20,S101,P155,4,199.96
2026-06-21,S101,P155,5,249.95
2026-06-22,S101,P155,4,199.96
2026-06-23,S101,P155,1,49.99
2026-06-24,S101,P155,1,49.99
2026-06-25,S101,P155,3,149.97
2026-06-26,S101,P155,2,99.98
2026-06-27,S101,P155,3,149.97
2026-06-28,S101,P155,1,49.99
2026-06-29,S101,P155,5,249.95
2026-06-30,S101,P155,1,49.99
2026-07-01,S101,P155,4,199.96
2026-07-02,S101,P155,4,199.96
2026-07-03,S101,P155,5,249.95
2026-07-04,S101,P155,5,249.95
2026-07-05,S101,P155,3,149.97
2026-07-06,S101,P155,5,249.95
2026-07-07,S101,P155,1,49.99
2026-07-08,S101,P155,2,99.98
2026-07-09,S101,P155,4,199.96
2026-07-10,S101,P155,4,199.96
2026-07-11,S101,P155,1,49.99
2026-07-12,S101,P155,2,99.98
2026-07-13,S101,P155,5,249.95
2026-07-14,S101,P155,3,149.97
2026-07-15,S101,P155,2,99.98
2026-07-16,S101,P155,1,49.99
2026-07-17,S101,P155,5,249.95
2026-07-18,S101,P155,5,249.95
2026-07-19,S101,P155,5,249.95
2026-07-20,S101,P155,2,99.98
2026-07-21,S101,P155,5,249.95
2026-07-22,S101,P155,2,99.98
2026-07-23,S101,P155,1,49.99
2026-07-24,S101,P155,3,149.97
2026-07-25,S101,P155,2,99.98
2026-07-26,S101,P155,1,49.99
2026-07-27,S101,P155,2,99.98
2026-07-28,S101,P155,1,49.99
2026-07-29,S101,P155,3,149.97
2026-07-30,S101,P155,4,199.96
2026-07-31,S101,P155,3,149.97
2026-08-01,S101,P155,4,199.96
2026-08-02,S101,P155,4,199.96
2026-08-03,S101,P155,5,249.95
2026-08-04,S101,P155,2,99.98
2026-08-05,S101,P155,5,249.95
2026-08-06,S101,P155,1,49.99
2026-08-07,S101,P155,1,49.99
2026-08-08,S101,P155,1,49.99
2026-08-09,S101,P155,5,249.95
2026-08-10,S101,P155,3,149.97
2026-08-11,S101,P155,5,249.95
2026-08-12,S101,P155,5,249.95
2026-08-13,S101,P155,3,149.97
2026-08-14,S101,P155,3,149.97
2026-08-15,S101,P155,3,149.97
2026-08-16,S101,P155,2,99.98
2026-08-17,S101,P155,5,249.95
2026-08-18,S101,P155,2,99.98
2026-08-19,S101,P155,4,199.96
2026-08-20,S101,P155,4,199.96
2026-08-21,S101,P155,5,249.95
2026-08-22,S101,P155,1,49.99
2026-08-23,S101,P155,3,149.97
2026-08-24,S101,P155,2,99.98
2026-08-25,S101,P155,4,199.96
2026-08-26,S101,P155,5,249.95
2026-08-27,S101,P155,1,49.99
2026-08-28,S101,P155,5,249.95
2026-08-29,S101,P155,1,49.99
2026-08-30,S101,P155,5,249.95
2026-08-31,S101,P155,3,149.97
2026-09-01,S101,P155,3,149.97
2026-09-02,S101,P155,1,49.99
2026-09-03,S101,P155,5,249.95
2026-09-04,S101,P155,3,149.97
2026-09-05,S101,P155,5,249.95
2026-06-08,S101,P156,7,62.93
2026-06-09,S101,P156,7,62.93
2026-06-10,S101,P156,8,71.92
2026-06-11,S101,P156,7,62.93
2026-06-12,S101,P156,5,44.95
2026-06-13,S101,P156,6,53.94
2026-06-14,S101,P156,7,62.93
2026-06-15,S101,P156,7,62.93
2026-06-16,S101,P156,8,71.92
2026-06-17,S101,P156,4,35.96
2026-06-18,S101,P156,7,62.93
2026-06-19,S101,P156,4,35.96
2026-06-20,S101,P156,6,53.94
2026-06-21,S101,P156,4,35.96
2026-06-22,S101,P156,7,62.93
2026-06-23,S101,P156,5,44.95
2026-06-24,S101,P156,5,44.95
2026-06-25,S101,P156,6,53.94
2026-06-26,S101,P156,7,62.93
2026-06-27,S101,P156,6,53.94
2026-06-28,S101,P156,8,71.92
2026-06-29,S101,P156,8,71.92
2026-06-30,S101,P156,4,35.96
2026-07-01,S101,P156,6,53.94
2026-07-02,S101,P156,5,44.95
2026-07-03,S101,P156,6,53.94
2026-07-04,S101,P156,4,35.96
2026-07-05,S101,P156,7,62.93
2026-07-06,S101,P156,6,53.94
2026-07-07,S101,P156,4,35.96
2026-07-08,S101,P156,8,71.92
2026-07-09,S101,P156,5,44.95
2026-07-10,S101,P156,7,62.93
2026-07-11,S101,P156,6,53.94
2026-07-12,S101,P156,6,53.94
2026-07-13,S101,P156,5,44.95
2026-07-14,S101,P156,8,71.92
2026-07-15,S101,P156,6,53.94
2026-07-16,S101,P156,5,44.95
2026-07-17,S101,P156,5,44.95
2026-07-18,S101,P156,7,62.93
2026-07-19,S101,P156,5,44.95
2026-07-20,S101,P156,5,44.95
2026-07-21,S101,P156,5,44.95
2026-07-22,S101,P156,6,53.94
2026-07-23,S101,P156,5,44.95
2026-07-24,S101,P156,5,44.95
2026-07-25,S101,P156,5,44.95
2026-07-26,S101,P156,5,44.95
2026-07-27,S101,P156,8,71.92
2026-07-28,S101,P156,6,53.94
2026-07-29,S101,P156,5,44.95
2026-07-30,S101,P156,4,35.96
2026-07-31,S101,P156,4,35.96
2026-08-01,S101,P156,4,35.96
2026-08-02,S101,P156,7,62.93
2026-08-03,S101,P156,8,71.92
2026-08-04,S101,P156,4,35.96
2026-08-05,S101,P156,8,71.92
2026-08-06,S101,P156,4,35.96
2026-08-07,S101,P156,7,62.93
2026-08-08,S101,P156,6,53.94
2026-08-09,S101,P156,8,71.92
2026-08-10,S101,P156,6,53.94
2026-08-11,S101,P156,7,62.93
2026-08-12,S101,P156,8,71.92
2026-08-13,S101,P156,6,53.94
2026-08-14,S101,P156,7,62.93
2026-08-15,S101,P156,5,44.95
2026-08-16,S101,P156,8,71.92
2026-08-17,S101,P156,6,53.94
2026-08-18,S101,P156,7,62.93
2026-08-19,S101,P156,5,44.95
2026-08-20,S101,P156,8,71.92
2026-08-21,S101,P156,5,44.95
2026-08-22,S101,P156,4,35.96
2026-08-23,S101,P156,8,71.92
2026-08-24,S101,P156,7,62.93
2026-08-25,S101,P156,7,62.93
2026-08-26,S101,P156,8,71.92
2026-08-27,S101,P156,4,35.96
2026-08-28,S101,P156,8,71.92
2026-08-29,S101,P156,6,53.94
2026-08-30,S101,P156,7,62.93
2026-08-31,S101,P156,5,44.95
2026-09-01,S101,P156,7,62.93
2026-09-02,S101,P156,4,35.96
2026-09-03,S101,P156,8,71.92
2026-09-04,S101,P156,7,62.93
2026-09-05,S101,P156,6,53.94
2026-06-08,S101,P157,1,5.99
2026-06-09,S101,P157,3,17.97
2026-06-10,S101,P157,4,23.96
2026-06-11,S101,P157,0,0.0
2026-06-12,S101,P157,2,11.98
2026-06-13,S101,P157,2,11.98
2026-06-14,S101,P157,4,23.96
2026-06-15,S101,P157,2,11.98
2026-06-16,S101,P157,1,5.99
2026-06-17,S101,P157,4,23.96
2026-06-18,S101,P157,2,11.98
2026-06-19,S101,P157,1,5.99
2026-06-20,S101,P157,2,11.98
2026-06-21,S101,P157,3,17.97
2026-06-22,S101,P157,4,23.96
2026-06-23,S101,P157,2,11.98
2026-06-24,S101,P157,2,11.98
2026-06-25,S101,P157,1,5.99
2026-06-26,S101,P157,3,17.97
2026-06-27,S101,P157,3,17.97
2026-06-28,S101,P157,1,5.99
2026-06-29,S101,P157,3,17.97
2026-06-30,S101,P157,2,11.98
2026-07-01,S101,P157,2,11.98
2026-07-02,S101,P157,3,17.97
2026-07-03,S101,P157,2,11.98
2026-07-04,S101,P157,3,17.97
2026-07-05,S101,P157,1,5.99
2026-07-06,S101,P157,4,23.96
2026-07-07,S101,P157,1,5.99
2026-07-08,S101,P157,4,23.96
2026-07-09,S101,P157,1,5.99
2026-07-10,S101,P157,0,0.0
2026-07-11,S101,P157,2,11.98
2026-07-12,S101,P157,1,5.99
2026-07-13,S101,P157,4,23.96
2026-07-14,S101,P157,3,17.97
2026-07-15,S101,P157,3,17.97
2026-07-16,S101,P157,1,5.99
2026-07-17,S101,P157,1,5.99
2026-07-18,S101,P157,1,5.99
2026-07-19,S101,P157,3,17.97
2026-07-20,S101,P157,0,0.0
2026-07-21,S101,P157,1,5.99
2026-07-22,S101,P157,3,17.97
2026-07-23,S101,P157,3,17.97
2026-07-24,S101,P157,1,5.99
2026-07-25,S101,P157,4,23.96
2026-07-26,S101,P157,4,23.96
2026-07-27,S101,P157,2,11.98
2026-07-28,S101,P157,3,17.97
2026-07-29,S101,P157,2,11.98
2026-07-30,S101,P157,2,11.98
2026-07-31,S101,P157,4,23.96
2026-08-01,S101,P157,4,23.96
2026-08-02,S101,P157,0,0.0
2026-08-03,S101,P157,3,17.97
2026-08-04,S101,P157,0,0.0
2026-08-05,S101,P157,1,5.99
2026-08-06,S101,P157,0,0.0
2026-08-07,S101,P157,1,5.99
2026-08-08,S101,P157,2,11.98
2026-08-09,S101,P157,3,17.97
2026-08-10,S101,P157,0,0.0
2026-08-11,S101,P157,3,17.97
2026-08-12,S101,P157,2,11.98
2026-08-13,S101,P157,2,11.98
2026-08-14,S101,P157,2,11.98
2026-08-15,S101,P157,2,11.98
2026-08-16,S101,P157,4,23.96
2026-08-17,S101,P157,4,23.96
2026-08-18,S101,P157,2,11.98
2026-08-19,S101,P157,2,11.98
2026-08-20,S101,P157,0,0.0
2026-08-21,S101,P157,3,17.97
2026-08-22,S101,P157,0,0.0
2026-08-23,S101,P157,2,11.98
2026-08-24,S101,P157,4,23.96
2026-08-25,S101,P157,1,5.99
2026-08-26,S101,P157,4,23.96
2026-08-27,S101,P157,4,23.96
2026-08-28,S101,P157,4,23.96
2026-08-29,S101,P157,1,5.99
2026-08-30,S101,P157,2,11.98
2026-08-31,S101,P157,2,11.98
2026-09-01,S101,P157,2,11.98
2026-09-02,S101,P157,4,23.96
2026-09-03,S101,P157,3,17.97
2026-09-04,S101,P157,3,17.97
2026-09-05,S101,P157,0,0.0
2026-06-08,S101,P158,5,74.95
2026-06-09,S101,P158,6,89.94
2026-06-10,S101,P158,4,59.96
2026-06-11,S101,P158,4,59.96
2026-06-12,S101,P158,5,74.95
2026-06-13,S101,P158,6,89.94
2026-06-14,S101,P158,7,104.93
2026-06-15,S101,P158,7,104.93
2026-06-16,S101,P158,6,89.94
2026-06-17,S101,P158,3,44.97
2026-06-18,S101,P158,3,44.97
2026-06-19,S101,P158,4,59.96
2026-06-20,S101,P158,5,74.95
2026-06-21,S101,P158,4,59.96
2026-06-22,S101,P158,5,74.95
2026-06-23,S101,P158,5,74.95
2026-06-24,S101,P158,5,74.95
2026-06-25,S101,P158,5,74.95
2026-06-26,S101,P158,7,104.93
2026-06-27,S101,P158,6,89.94
2026-06-28,S101,P158,5,74.95
2026-06-29,S101,P158,6,89.94
2026-06-30,S101,P158,5,74.95
2026-07-01,S101,P158,7,104.93
2026-07-02,S101,P158,7,104.93
2026-07-03,S101,P158,6,89.94
2026-07-04,S101,P158,6,89.94
2026-07-05,S101,P158,4,59.96
2026-07-06,S101,P158,4,59.96
2026-07-07,S101,P158,3,44.97
2026-07-08,S101,P158,4,59.96
2026-07-09,S101,P158,4,59.96
2026-07-10,S101,P158,5,74.95
2026-07-11,S101,P158,3,44.97
2026-07-12,S101,P158,4,59.96
