date,store_id,product_id,stock_quantity
2026-08-08,S101,P137,17
2026-08-09,S101,P137,14
2026-08-10,S101,P137,13
2026-08-11,S101,P137,12
2026-08-12,S101,P137,10
2026-08-13,S101,P137,5
2026-08-14,S101,P137,5
2026-08-15,S101,P137,5
2026-08-16,S101,P137,5
2026-08-17,S101,P137,54
2026-08-18,S101,P137,49
2026-08-19,S101,P137,48
2026-08-20,S101,P137,43
2026-08-21,S101,P137,41
2026-08-22,S101,P137,37
2026-08-23,S101,P137,36
2026-08-24,S101,P137,31
2026-08-25,S101,P137,26
2026-08-26,S101,P137,25
2026-08-27,S101,P137,21
2026-08-28,S101,P137,19
2026-08-29,S101,P137,17
2026-08-30,S101,P137,14
2026-08-31,S101,P137,61
2026-09-01,S101,P137,58
2026-09-02,S101,P137,54
2026-09-03,S101,P137,51
2026-09-04,S101,P137,48
2026-09-05,S101,P137,44
2026-06-08,S101,P138,67
2026-06-09,S101,P138,64
2026-06-10,S101,P138,61
2026-06-11,S101,P138,55
2026-06-12,S101,P138,53
2026-06-13,S101,P138,50
2026-06-14,S101,P138,48
2026-06-15,S101,P138,45
2026-06-16,S101,P138,40
2026-06-17,S101,P138,35
2026-06-18,S101,P138,31
2026-06-19,S101,P138,26
2026-06-20,S101,P138,24
2026-06-21,S101,P138,18
2026-06-22,S101,P138,64
2026-06-23,S101,P138,61
2026-06-24,S101,P138,56
2026-06-25,S101,P138,52
2026-06-26,S101,P138,47
2026-06-27,S101,P138,43
2026-06-28,S101,P138,41
2026-06-29,S101,P138,39
2026-06-30,S101,P138,36
2026-07-01,S101,P138,32
2026-07-02,S101,P138,26
2026-07-03,S101,P138,24
2026-07-04,S101,P138,21
2026-07-05,S101,P138,17
2026-07-06,S101,P138,64
2026-07-07,S101,P138,62
2026-07-08,S101,P138,59
2026-07-09,S101,P138,55
2026-07-10,S101,P138,50
2026-07-11,S101,P138,44
2026-07-12,S101,P138,42
2026-07-13,S101,P138,38
2026-07-14,S101,P138,34
2026-07-15,S101,P138,31
2026-07-16,S101,P138,29
2026-07-17,S101,P138,24
2026-07-18,S101,P138,19
2026-07-19,S101,P138,13
2026-07-20,S101,P138,57
2026-07-21,S101,P138,54
2026-07-22,S101,P138,52
2026-07-23,S101,P138,47
2026-07-24,S101,P138,45
2026-07-25,S101,P138,42
2026-07-26,S101,P138,40
2026-07-27,S101,P138,38
2026-07-28,S101,P138,36
2026-07-29,S101,P138,33
2026-07-30,S101,P138,30
2026-07-31,S101,P138,27
2026-08-01,S101,P138,22
2026-08-02,S101,P138,18
2026-08-03,S101,P138,66
2026-08-04,S101,P138,60
2026-08-05,S101,P138,54
2026-08-06,S101,P138,50
2026-08-07,S101,P138,48
2026-08-08,S101,P138,46
2026-08-09,S101,P138,44
2026-08-10,S101,P138,41
2026-08-11,S101,P138,36
2026-08-12,S101,P138,33
2026-08-13,S101,P138,31
2026-08-14,S101,P138,27
2026-08-15,S101,P138,25
2026-08-16,S101,P138,23
2026-08-17,S101,P138,68
2026-08-18,S101,P138,66
2026-08-19,S101,P138,63
2026-08-20,S101,P138,57
2026-08-21,S101,P138,52
2026-08-22,S101,P138,47
2026-08-23,S101,P138,42
2026-08-24,S101,P138,40
2026-08-25,S101,P138,35
2026-08-26,S101,P138,30
2026-08-27,S101,P138,27
2026-08-28,S101,P138,23
2026-08-29,S101,P138,20
2026-08-30,S101,P138,17
2026-08-31,S101,P138,63
2026-09-01,S101,P138,59
2026-09-02,S101,P138,54
2026-09-03,S101,P138,51
2026-09-04,S101,P138,49
2026-09-05,S101,P138,43
2026-06-08,S101,P139,113
2026-06-09,S101,P139,107
2026-06-10,S101,P139,100
2026-06-11,S101,P139,93
2026-06-12,S101,P139,85
2026-06-13,S101,P139,78
2026-06-14,S101,P139,74
2026-06-15,S101,P139,70
2026-06-16,S101,P139,64
2026-06-17,S101,P139,57
2026-06-18,S101,P139,52
2026-06-19,S101,P139,45
2026-06-20,S101,P139,40
2026-06-21,S101,P139,32
2026-06-22,S101,P139,27
2026-06-23,S101,P139,19
2026-06-24,S101,P139,15
2026-06-25,S101,P139,8
2026-06-26,S101,P139,5
2026-06-27,S101,P139,5
2026-06-28,S101,P139,5
2026-06-29,S101,P139,5
2026-06-30,S101,P139,5
2026-07-01,S101,P139,5
2026-07-02,S101,P139,5
2026-07-03,S101,P139,5
2026-07-04,S101,P139,5
2026-07-05,S101,P139,5
2026-07-06,S101,P139,50
2026-07-07,S101,P139,46
2026-07-08,S101,P139,40
2026-07-09,S101,P139,32
2026-07-10,S101,P139,27
2026-07-11,S101,P139,23
2026-07-12,S101,P139,17
2026-07-13,S101,P139,13
2026-07-14,S101,P139,6
2026-07-15,S101,P139,5
2026-07-16,S101,P139,5
2026-07-17,S101,P139,5
2026-07-18,S101,P139,5
2026-07-19,S101,P139,5
2026-07-20,S101,P139,51
2026-07-21,S101,P139,46
2026-07-22,S101,P139,41
2026-07-23,S101,P139,35
2026-07-24,S101,P139,27
2026-07-25,S101,P139,23
2026-07-26,S101,P139,18
2026-07-27,S101,P139,10
2026-07-28,S101,P139,5
2026-07-29,S101,P139,5
2026-07-30,S101,P139,5
2026-07-31,S101,P139,5
2026-08-01,S101,P139,5
2026-08-02,S101,P139,5
2026-08-03,S101,P139,49
2026-08-04,S101,P139,43
2026-08-05,S101,P139,35
2026-08-06,S101,P139,31
2026-08-07,S101,P139,25
2026-08-08,S101,P139,17
2026-08-09,S101,P139,9
2026-08-10,S101,P139,5
2026-08-11,S101,P139,5
2026-08-12,S101,P139,5
2026-08-13,S101,P139,5
2026-08-14,S101,P139,5
2026-08-15,S101,P139,5
2026-08-16,S101,P139,5
2026-08-17,S101,P139,48
2026-08-18,S101,P139,44
2026-08-19,S101,P139,40
2026-08-20,S101,P139,36
2026-08-21,S101,P139,31
2026-08-22,S101,P139,23
2026-08-23,S101,P139,18
2026-08-24,S101,P139,14
2026-08-25,S101,P139,6
2026-08-26,S101,P139,5
2026-08-27,S101,P139,5
2026-08-28,S101,P139,5
2026-08-29,S101,P139,5
2026-08-30,S101,P139,5
2026-08-31,S101,P139,50
2026-09-01,S101,P139,44
2026-09-02,S101,P139,39
2026-09-03,S101,P139,33
2026-09-04,S101,P139,29
2026-09-05,S101,P139,25
2026-06-08,S101,P140,113
2026-06-09,S101,P140,112
2026-06-10,S101,P140,107
2026-06-11,S101,P140,104
2026-06-12,S101,P140,103
2026-06-13,S101,P140,100
2026-06-14,S101,P140,96
2026-06-15,S101,P140,91
2026-06-16,S101,P140,90
2026-06-17,S101,P140,87
2026-06-18,S101,P140,84
2026-06-19,S101,P140,81
2026-06-20,S101,P140,79
2026-06-21,S101,P140,77
2026-06-22,S101,P140,73
2026-06-23,S101,P140,69
2026-06-24,S101,P140,66
2026-06-25,S101,P140,64
2026-06-26,S101,P140,59
2026-06-27,S101,P140,54
2026-06-28,S101,P140,51
2026-06-29,S101,P140,49
2026-06-30,S101,P140,44
2026-07-01,S101,P140,42
2026-07-02,S101,P140,38
2026-07-03,S101,P140,35
2026-07-04,S101,P140,32
2026-07-05,S101,P140,30
2026-07-06,S101,P140,28
2026-07-07,S101,P140,27
2026-07-08,S101,P140,22
2026-07-09,S101,P140,18
2026-07-10,S101,P140,13
2026-07-11,S101,P140,12
2026-07-12,S101,P140,10
2026-07-13,S101,P140,5
2026-07-14,S101,P140,5
2026-07-15,S101,P140,5
2026-07-16,S101,P140,5
2026-07-17,S101,P140,5
2026-07-18,S101,P140,5
2026-07-19,S101,P140,5
2026-07-20,S101,P140,53
2026-07-21,S101,P140,50
2026-07-22,S101,P140,49
2026-07-23,S101,P140,47
2026-07-24,S101,P140,44
2026-07-25,S101,P140,41
2026-07-26,S101,P140,39
2026-07-27,S101,P140,38
2026-07-28,S101,P140,35
2026-07-29,S101,P140,31
2026-07-30,S101,P140,30
2026-07-31,S101,P140,27
2026-08-01,S101,P140,25
2026-08-02,S101,P140,23
2026-08-03,S101,P140,72
2026-08-04,S101,P140,69
2026-08-05,S101,P140,66
2026-08-06,S101,P140,65
2026-08-07,S101,P140,64
2026-08-08,S101,P140,63
2026-08-09,S101,P140,59
2026-08-10,S101,P140,55
2026-08-11,S101,P140,51
2026-08-12,S101,P140,49
2026-08-13,S101,P140,45
2026-08-14,S101,P140,41
2026-08-15,S101,P140,37
2026-08-16,S101,P140,34
2026-08-17,S101,P140,29
2026-08-18,S101,P140,25
2026-08-19,S101,P140,24
2026-08-20,S101,P140,20
2026-08-21,S101,P140,15
2026-08-22,S101,P140,13
2026-08-23,S101,P140,11
2026-08-24,S101,P140,7
2026-08-25,S101,P140,6
2026-08-26,S101,P140,5
2026-08-27,S101,P140,5
2026-08-28,S101,P140,5
2026-08-29,S101,P140,5
2026-08-30,S101,P140,5
2026-08-31,S101,P140,54
2026-09-01,S101,P140,53
2026-09-02,S101,P140,50
2026-09-03,S101,P140,48
2026-09-04,S101,P140,44
2026-09-05,S101,P140,42
2026-06-08,S101,P141,110
2026-06-09,S101,P141,108
2026-06-10,S101,P141,104
2026-06-11,S101,P141,100
2026-06-12,S101,P141,97
2026-06-13,S101,P141,97
2026-06-14,S101,P141,94
2026-06-15,S101,P141,93
2026-06-16,S101,P141,89
2026-06-17,S101,P141,86
2026-06-18,S101,P141,85
2026-06-19,S101,P141,85
2026-06-20,S101,P141,85
2026-06-21,S101,P141,83
2026-06-22,S101,P141,82
2026-06-23,S101,P141,81
2026-06-24,S101,P141,78
2026-06-25,S101,P141,74
2026-06-26,S101,P141,70
2026-06-27,S101,P141,68
2026-06-28,S101,P141,66
2026-06-29,S101,P141,64
2026-06-30,S101,P141,63
2026-07-01,S101,P141,63
2026-07-02,S101,P141,63
2026-07-03,S101,P141,60
2026-07-04,S101,P141,56
2026-07-05,S101,P141,52
2026-07-06,S101,P141,49
2026-07-07,S101,P141,48
2026-07-08,S101,P141,48
2026-07-09,S101,P141,46
2026-07-10,S101,P141,46
2026-07-11,S101,P141,43
2026-07-12,S101,P141,43
2026-07-13,S101,P141,41
2026-07-14,S101,P141,37
2026-07-15,S101,P141,34
2026-07-16,S101,P141,33
2026-07-17,S101,P141,33
2026-07-18,S101,P141,33
2026-07-19,S101,P141,32
2026-07-20,S101,P141,31
2026-07-21,S101,P141,29
2026-07-22,S101,P141,29
2026-07-23,S101,P141,26
2026-07-24,S101,P141,26
2026-07-25,S101,P141,24
2026-07-26,S101,P141,21
2026-07-27,S101,P141,18
2026-07-28,S101,P141,15
2026-07-29,S101,P141,13
2026-07-30,S101,P141,13
2026-07-31,S101,P141,9
2026-08-01,S101,P141,6
2026-08-02,S101,P141,5
2026-08-03,S101,P141,53
2026-08-04,S101,P141,50
2026-08-05,S101,P141,48
2026-08-06,S101,P141,47
2026-08-07,S101,P141,44
2026-08-08,S101,P141,44
2026-08-09,S101,P141,42
2026-08-10,S101,P141,39
2026-08-11,S101,P141,36
2026-08-12,S101,P141,34
2026-08-13,S101,P141,33
2026-08-14,S101,P141,31
2026-08-15,S101,P141,27
2026-08-16,S101,P141,27
2026-08-17,S101,P141,76
2026-08-18,S101,P141,76
2026-08-19,S101,P141,76
2026-08-20,S101,P141,74
2026-08-21,S101,P141,70
2026-08-22,S101,P141,67
2026-08-23,S101,P141,63
2026-08-24,S101,P141,62
2026-08-25,S101,P141,58
2026-08-26,S101,P141,58
2026-08-27,S101,P141,55
2026-08-28,S101,P141,51
2026-08-29,S101,P141,48
2026-08-30,S101,P141,44
2026-08-31,S101,P141,41
2026-09-01,S101,P141,37
2026-09-02,S101,P141,36
2026-09-03,S101,P141,33
2026-09-04,S101,P141,31
2026-09-05,S101,P141,31
2026-06-08,S101,P142,37
2026-06-09,S101,P142,30
2026-06-10,S101,P142,23
2026-06-11,S101,P142,16
2026-06-12,S101,P142,9
2026-06-13,S101,P142,5
2026-06-14,S101,P142,5
2026-06-15,S101,P142,5
2026-06-16,S101,P142,5
2026-06-17,S101,P142,5
2026-06-18,S101,P142,5
2026-06-19,S101,P142,5
2026-06-20,S101,P142,5
2026-06-21,S101,P142,5
2026-06-22,S101,P142,49
2026-06-23,S101,P142,46
2026-06-24,S101,P142,40
2026-06-25,S101,P142,36
2026-06-26,S101,P142,32
2026-06-27,S101,P142,25
2026-06-28,S101,P142,20
2026-06-29,S101,P142,15
2026-06-30,S101,P142,12
2026-07-01,S101,P142,9
2026-07-02,S101,P142,5
2026-07-03,S101,P142,5
2026-07-04,S101,P142,5
2026-07-05,S101,P142,5
2026-07-06,S101,P142,50
2026-07-07,S101,P142,45
2026-07-08,S101,P142,38
2026-07-09,S101,P142,32
2026-07-10,S101,P142,29
2026-07-11,S101,P142,22
2026-07-12,S101,P142,15
2026-07-13,S101,P142,8
2026-07-14,S101,P142,5
2026-07-15,S101,P142,5
2026-07-16,S101,P142,5
2026-07-17,S101,P142,5
2026-07-18,S101,P142,5
2026-07-19,S101,P142,5
2026-07-20,S101,P142,48
2026-07-21,S101,P142,41
2026-07-22,S101,P142,38
2026-07-23,S101,P142,35
2026-07-24,S101,P142,28
2026-07-25,S101,P142,25
2026-07-26,S101,P142,20
2026-07-27,S101,P142,13
2026-07-28,S101,P142,8
2026-07-29,S101,P142,5
2026-07-30,S101,P142,5
2026-07-31,S101,P142,5
2026-08-01,S101,P142,5
2026-08-02,S101,P142,5
2026-08-03,S101,P142,48
2026-08-04,S101,P142,42
2026-08-05,S101,P142,39
2026-08-06,S101,P142,35
2026-08-07,S101,P142,30
2026-08-08,S101,P142,24
2026-08-09,S101,P142,20
2026-08-10,S101,P142,13
2026-08-11,S101,P142,6
2026-08-12,S101,P142,5
2026-08-13,S101,P142,5
2026-08-14,S101,P142,5
2026-08-15,S101,P142,5
2026-08-16,S101,P142,5
2026-08-17,S101,P142,52
2026-08-18,S101,P142,46
2026-08-19,S101,P142,41
2026-08-20,S101,P142,36
2026-08-21,S101,P142,33
2026-08-22,S101,P142,28
2026-08-23,S101,P142,23
2026-08-24,S101,P142,18
2026-08-25,S101,P142,13
2026-08-26,S101,P142,7
2026-08-27,S101,P142,5
2026-08-28,S101,P142,5
2026-08-29,S101,P142,5
2026-08-30,S101,P142,5
2026-08-31,S101,P142,49
2026-09-01,S101,P142,44
2026-09-02,S101,P142,39
2026-09-03,S101,P142,33
2026-09-04,S101,P142,26
2026-09-05,S101,P142,23
2026-06-08,S101,P143,94
2026-06-09,S101,P143,90
2026-06-10,S101,P143,86
2026-06-11,S101,P143,81
2026-06-12,S101,P143,78
2026-06-13,S101,P143,77
2026-06-14,S101,P143,72
2026-06-15,S101,P143,70
2026-06-16,S101,P143,69
2026-06-17,S101,P143,66
2026-06-18,S101,P143,61
2026-06-19,S101,P143,57
2026-06-20,S101,P143,55
2026-06-21,S101,P143,50
2026-06-22,S101,P143,45
2026-06-23,S101,P143,44
2026-06-24,S101,P143,42
2026-06-25,S101,P143,40
2026-06-26,S101,P143,38
2026-06-27,S101,P143,37
2026-06-28,S101,P143,35
2026-06-29,S101,P143,34
2026-06-30,S101,P143,30
2026-07-01,S101,P143,29
2026-07-02,S101,P143,26
2026-07-03,S101,P143,24
2026-07-04,S101,P143,21
2026-07-05,S101,P143,18
2026-07-06,S101,P143,64
2026-07-07,S101,P143,59
2026-07-08,S101,P143,55
2026-07-09,S101,P143,54
2026-07-10,S101,P143,53
2026-07-11,S101,P143,51
2026-07-12,S101,P143,48
2026-07-13,S101,P143,44
2026-07-14,S101,P143,39
2026-07-15,S101,P143,35
2026-07-16,S101,P143,33
2026-07-17,S101,P143,29
2026-07-18,S101,P143,24
2026-07-19,S101,P143,19
2026-07-20,S101,P143,66
2026-07-21,S101,P143,63
2026-07-22,S101,P143,61
2026-07-23,S101,P143,58
2026-07-24,S101,P143,57
2026-07-25,S101,P143,54
2026-07-26,S101,P143,53
2026-07-27,S101,P143,49
2026-07-28,S101,P143,48
2026-07-29,S101,P143,46
2026-07-30,S101,P143,41
2026-07-31,S101,P143,39
2026-08-01,S101,P143,37
2026-08-02,S101,P143,35
2026-08-03,S101,P143,33
2026-08-04,S101,P143,30
2026-08-05,S101,P143,26
2026-08-06,S101,P143,21
2026-08-07,S101,P143,20
2026-08-08,S101,P143,19
2026-08-09,S101,P143,15
2026-08-10,S101,P143,13
2026-08-11,S101,P143,11
2026-08-12,S101,P143,6
2026-08-13,S101,P143,5
2026-08-14,S101,P143,5
2026-08-15,S101,P143,5
2026-08-16,S101,P143,5
2026-08-17,S101,P143,52
2026-08-18,S101,P143,49
2026-08-19,S101,P143,45
2026-08-20,S101,P143,41
2026-08-21,S101,P143,38
2026-08-22,S101,P143,34
2026-08-23,S101,P143,31
2026-08-24,S101,P143,29
2026-08-25,S101,P143,25
2026-08-26,S101,P143,22
2026-08-27,S101,P143,17
2026-08-28,S101,P143,12
2026-08-29,S101,P143,8
2026-08-30,S101,P143,5
2026-08-31,S101,P143,54
2026-09-01,S101,P143,53
2026-09-02,S101,P143,48
2026-09-03,S101,P143,45
2026-09-04,S101,P143,40
2026-09-05,S101,P143,35
2026-06-08,S101,P144,70
2026-06-09,S101,P144,66
2026-06-10,S101,P144,59
2026-06-11,S101,P144,55
2026-06-12,S101,P144,49
2026-06-13,S101,P144,43
2026-06-14,S101,P144,37
2026-06-15,S101,P144,31
2026-06-16,S101,P144,25
2026-06-17,S101,P144,19
2026-06-18,S101,P144,14
2026-06-19,S101,P144,9
2026-06-20,S101,P144,5
2026-06-21,S101,P144,5
2026-06-22,S101,P144,51
2026-06-23,S101,P144,43
2026-06-24,S101,P144,36
2026-06-25,S101,P144,30
2026-06-26,S101,P144,25
2026-06-27,S101,P144,21
2026-06-28,S101,P144,14
2026-06-29,S101,P144,8
2026-06-30,S101,P144,5
2026-07-01,S101,P144,5
2026-07-02,S101,P144,5
2026-07-03,S101,P144,5
2026-07-04,S101,P144,5
2026-07-05,S101,P144,5
2026-07-06,S101,P144,47
2026-07-07,S101,P144,42
2026-07-08,S101,P144,36
2026-07-09,S101,P144,31
2026-07-10,S101,P144,23
2026-07-11,S101,P144,16
2026-07-12,S101,P144,10
2026-07-13,S101,P144,5
2026-07-14,S101,P144,5
2026-07-15,S101,P144,5
2026-07-16,S101,P144,5
2026-07-17,S101,P144,5
2026-07-18,S101,P144,5
2026-07-19,S101,P144,5
2026-07-20,S101,P144,48
2026-07-21,S101,P144,43
2026-07-22,S101,P144,37
2026-07-23,S101,P144,29
2026-07-24,S101,P144,24
2026-07-25,S101,P144,18
2026-07-26,S101,P144,14
2026-07-27,S101,P144,9
2026-07-28,S101,P144,5
2026-07-29,S101,P144,5
2026-07-30,S101,P144,5
2026-07-31,S101,P144,5
2026-08-01,S101,P144,5
2026-08-02,S101,P144,5
2026-08-03,S101,P144,49
2026-08-04,S101,P144,41
2026-08-05,S101,P144,35
2026-08-06,S101,P144,28
2026-08-07,S101,P144,24
2026-08-08,S101,P144,17
2026-08-09,S101,P144,13
2026-08-10,S101,P144,5
2026-08-11,S101,P144,5
2026-08-12,S101,P144,5
2026-08-13,S101,P144,5
2026-08-14,S101,P144,5
2026-08-15,S101,P144,5
2026-08-16,S101,P144,5
2026-08-17,S101,P144,51
2026-08-18,S101,P144,44
2026-08-19,S101,P144,36
2026-08-20,S101,P144,30
2026-08-21,S101,P144,23
2026-08-22,S101,P144,19
2026-08-23,S101,P144,14
2026-08-24,S101,P144,9
2026-08-25,S101,P144,5
2026-08-26,S101,P144,5
2026-08-27,S101,P144,5
2026-08-28,S101,P144,5
2026-08-29,S101,P144,5
2026-08-30,S101,P144,5
2026-08-31,S101,P144,49
2026-09-01,S101,P144,44
2026-09-02,S101,P144,40
2026-09-03,S101,P144,33
2026-09-04,S101,P144,27
2026-09-05,S101,P144,22
2026-06-08,S101,P145,45
2026-06-09,S101,P145,40
2026-06-10,S101,P145,36
2026-06-11,S101,P145,33
2026-06-12,S101,P145,30
2026-06-13,S101,P145,24
2026-06-14,S101,P145,21
2026-06-15,S101,P145,16
2026-06-16,S101,P145,14
2026-06-17,S101,P145,11
2026-06-18,S101,P145,5
2026-06-19,S101,P145,5
2026-06-20,S101,P145,5
2026-06-21,S101,P145,5
2026-06-22,S101,P145,50
2026-06-23,S101,P145,45
2026-06-24,S101,P145,40
2026-06-25,S101,P145,38
2026-06-26,S101,P145,36
2026-06-27,S101,P145,30
2026-06-28,S101,P145,27
2026-06-29,S101,P145,23
2026-06-30,S101,P145,21
2026-07-01,S101,P145,17
2026-07-02,S101,P145,11
2026-07-03,S101,P145,8
2026-07-04,S101,P145,6
2026-07-05,S101,P145,5
2026-07-06,S101,P145,52
2026-07-07,S101,P145,49
2026-07-08,S101,P145,45
2026-07-09,S101,P145,41
2026-07-10,S101,P145,38
2026-07-11,S101,P145,36
2026-07-12,S101,P145,31
2026-07-13,S101,P145,25
2026-07-14,S101,P145,19
2026-07-15,S101,P145,15
2026-07-16,S101,P145,12
2026-07-17,S101,P145,10
2026-07-18,S101,P145,8
2026-07-19,S101,P145,5
2026-07-20,S101,P145,51
2026-07-21,S101,P145,46
2026-07-22,S101,P145,40
2026-07-23,S101,P145,34
2026-07-24,S101,P145,28
2026-07-25,S101,P145,24
2026-07-26,S101,P145,19
2026-07-27,S101,P145,16
2026-07-28,S101,P145,12
2026-07-29,S101,P145,7
2026-07-30,S101,P145,5
2026-07-31,S101,P145,5
2026-08-01,S101,P145,5
2026-08-02,S101,P145,5
2026-08-03,S101,P145,53
2026-08-04,S101,P145,50
2026-08-05,S101,P145,47
2026-08-06,S101,P145,44
2026-08-07,S101,P145,41
2026-08-08,S101,P145,39
2026-08-09,S101,P145,33
2026-08-10,S101,P145,27
2026-08-11,S101,P145,24
2026-08-12,S101,P145,22
2026-08-13,S101,P145,18
2026-08-14,S101,P145,16
2026-08-15,S101,P145,11
2026-08-16,S101,P145,7
2026-08-17,S101,P145,51
2026-08-18,S101,P145,45
2026-08-19,S101,P145,43
2026-08-20,S101,P145,37
2026-08-21,S101,P145,35
2026-08-22,S101,P145,33
2026-08-23,S101,P145,31
2026-08-24,S101,P145,29
2026-08-25,S101,P145,27
2026-08-26,S101,P145,22
2026-08-27,S101,P145,17
2026-08-28,S101,P145,12
2026-08-29,S101,P145,10
2026-08-30,S101,P145,5
2026-08-31,S101,P145,51
2026-09-01,S101,P145,46
2026-09-02,S101,P145,43
2026-09-03,S101,P145,40
2026-09-04,S101,P145,38
2026-09-05,S101,P145,34
2026-06-08,S101,P146,45
2026-06-09,S101,P146,40
2026-06-10,S101,P146,33
2026-06-11,S101,P146,26
2026-06-12,S101,P146,22
2026-06-13,S101,P146,16
2026-06-14,S101,P146,13
2026-06-15,S101,P146,6
2026-06-16,S101,P146,5
2026-06-17,S101,P146,5
2026-06-18,S101,P146,5
2026-06-19,S101,P146,5
2026-06-20,S101,P146,5
2026-06-21,S101,P146,5
2026-06-22,S101,P146,51
2026-06-23,S101,P146,44
2026-06-24,S101,P146,40
2026-06-25,S101,P146,35
2026-06-26,S101,P146,28
2026-06-27,S101,P146,24
2026-06-28,S101,P146,19
2026-06-29,S101,P146,13
2026-06-30,S101,P146,8
2026-07-01,S101,P146,5
2026-07-02,S101,P146,5
2026-07-03,S101,P146,5
2026-07-04,S101,P146,5
2026-07-05,S101,P146,5
2026-07-06,S101,P146,49
2026-07-07,S101,P146,44
2026-07-08,S101,P146,40
2026-07-09,S101,P146,37
2026-07-10,S101,P146,34
2026-07-11,S101,P146,31
2026-07-12,S101,P146,28
2026-07-13,S101,P146,21
2026-07-14,S101,P146,15
2026-07-15,S101,P146,11
2026-07-16,S101,P146,8
2026-07-17,S101,P146,5
2026-07-18,S101,P146,5
2026-07-19,S101,P146,5
2026-07-20,S101,P146,50
2026-07-21,S101,P146,46
2026-07-22,S101,P146,40
2026-07-23,S101,P146,35
2026-07-24,S101,P146,30
2026-07-25,S101,P146,24
2026-07-26,S101,P146,21
2026-07-27,S101,P146,18
2026-07-28,S101,P146,14
2026-07-29,S101,P146,11
2026-07-30,S101,P146,6
2026-07-31,S101,P146,5
2026-08-01,S101,P146,5
2026-08-02,S101,P146,5
2026-08-03,S101,P146,52
2026-08-04,S101,P146,49
2026-08-05,S101,P146,46
2026-08-06,S101,P146,43
2026-08-07,S101,P146,39
2026-08-08,S101,P146,35
2026-08-09,S101,P146,30
2026-08-10,S101,P146,25
2026-08-11,S101,P146,19
2026-08-12,S101,P146,12
2026-08-13,S101,P146,7
2026-08-14,S101,P146,5
2026-08-15,S101,P146,5
2026-08-16,S101,P146,5
2026-08-17,S101,P146,51
2026-08-18,S101,P146,48
2026-08-19,S101,P146,42
2026-08-20,S101,P146,36
2026-08-21,S101,P146,30
2026-08-22,S101,P146,25
2026-08-23,S101,P146,19
2026-08-24,S101,P146,13
2026-08-25,S101,P146,7
2026-08-26,S101,P146,5
2026-08-27,S101,P146,5
2026-08-28,S101,P146,5
2026-08-29,S101,P146,5
2026-08-30,S101,P146,5
2026-08-31,S101,P146,52
2026-09-01,S101,P146,46
2026-09-02,S101,P146,39
2026-09-03,S101,P146,33
2026-09-04,S101,P146,26
2026-09-05,S101,P146,20
2026-06-08,S101,P147,114
2026-06-09,S101,P147,111
2026-06-10,S101,P147,106
2026-06-11,S101,P147,105
2026-06-12,S101,P147,103
2026-06-13,S101,P147,99
2026-06-14,S101,P147,95
2026-06-15,S101,P147,94
2026-06-16,S101,P147,90
2026-06-17,S101,P147,86
2026-06-18,S101,P147,85
2026-06-19,S101,P147,84
2026-06-20,S101,P147,81
2026-06-21,S101,P147,78
2026-06-22,S101,P147,77
2026-06-23,S101,P147,72
2026-06-24,S101,P147,67
2026-06-25,S101,P147,62
2026-06-26,S101,P147,60
2026-06-27,S101,P147,57
2026-06-28,S101,P147,52
2026-06-29,S101,P147,47
2026-06-30,S101,P147,42
2026-07-01,S101,P147,41
2026-07-02,S101,P147,37
2026-07-03,S101,P147,35
2026-07-04,S101,P147,31
2026-07-05,S101,P147,28
2026-07-06,S101,P147,74
2026-07-07,S101,P147,72
2026-07-08,S101,P147,67
2026-07-09,S101,P147,62
2026-07-10,S101,P147,61
2026-07-11,S101,P147,60
2026-07-12,S101,P147,58
2026-07-13,S101,P147,53
2026-07-14,S101,P147,49
2026-07-15,S101,P147,45
2026-07-16,S101,P147,43
2026-07-17,S101,P147,42
2026-07-18,S101,P147,38
2026-07-19,S101,P147,35
2026-07-20,S101,P147,33
2026-07-21,S101,P147,30
2026-07-22,S101,P147,27
2026-07-23,S101,P147,26
2026-07-24,S101,P147,21
2026-07-25,S101,P147,19
2026-07-26,S101,P147,14
2026-07-27,S101,P147,10
2026-07-28,S101,P147,6
2026-07-29,S101,P147,5
2026-07-30,S101,P147,5
2026-07-31,S101,P147,5
2026-08-01,S101,P147,5
2026-08-02,S101,P147,5
2026-08-03,S101,P147,51
2026-08-04,S101,P147,50
2026-08-05,S101,P147,46
2026-08-06,S101,P147,42
2026-08-07,S101,P147,39
2026-08-08,S101,P147,38
2026-08-09,S101,P147,34
2026-08-10,S101,P147,33
2026-08-11,S101,P147,32
2026-08-12,S101,P147,28
2026-08-13,S101,P147,24
2026-08-14,S101,P147,23
2026-08-15,S101,P147,18
2026-08-16,S101,P147,13
2026-08-17,S101,P147,62
2026-08-18,S101,P147,61
2026-08-19,S101,P147,56
2026-08-20,S101,P147,51
2026-08-21,S101,P147,48
2026-08-22,S101,P147,43
2026-08-23,S101,P147,38
2026-08-24,S101,P147,36
2026-08-25,S101,P147,32
2026-08-26,S101,P147,29
2026-08-27,S101,P147,26
2026-08-28,S101,P147,25
2026-08-29,S101,P147,23
2026-08-30,S101,P147,19
2026-08-31,S101,P147,66
2026-09-01,S101,P147,61
2026-09-02,S101,P147,56
2026-09-03,S101,P147,51
2026-09-04,S101,P147,47
2026-09-05,S101,P147,44
2026-06-08,S101,P148,51
2026-06-09,S101,P148,47
2026-06-10,S101,P148,44
